rowID;ifile;kL;kF;mtype;mtypeString;fractionOfResistantNodes;aggoutput;obj;wiener_index_f;wiener_index_v;SL;SF;propagation_length_min_f;propagation_length_mean_f;propagation_length_max_f;propagation_length_min_v;propagation_length_mean_v;propagation_length_max_v;SFv;SLv
607;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
608;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
609;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
610;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
611;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
612;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
613;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
614;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
615;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
616;soc-anybeat.im;0;10;2;T;0;0;658.81214;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
617;soc-anybeat.im;0;10;3;O;0;1;624.21275;1.6011741191998;2.61967108094982;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0.7208;1.49277999999998;3.224;1.1025;3.27479000000001;6.1643;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
618;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
619;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
620;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
621;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
622;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
623;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
624;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
625;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
626;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
627;soc-anybeat.im;0;10;3;O;0;0;624.21275;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
628;soc-anybeat.im;0;10;5;R25;0.25;1;84.7740576825788;1.58031823858063;2.61511162192401;Int64[];[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];0.7191;1.39144;2.9785;1.1011;3.16648000000001;6.0005;[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];Int64[]
629;soc-anybeat.im;0;10;5;R25;0.25;0;84.7740576825788;0;0;Int64[];[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];Int64[]
630;soc-anybeat.im;0;10;5;R25;0.25;0;84.656431987366;0;0;Int64[];[1084, 1622, 4808, 5237, 9088, 9720, 9975, 10037, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 4808, 5237, 9088, 9720, 9975, 10037, 10811, 11815];Int64[]
631;soc-anybeat.im;0;10;5;R25;0.25;0;84.7556806879586;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
632;soc-anybeat.im;0;10;5;R25;0.25;0;84.656431987366;0;0;Int64[];[1084, 1622, 4808, 5237, 9088, 9720, 9975, 10037, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 4808, 5237, 9088, 9720, 9975, 10037, 10811, 11815];Int64[]
633;soc-anybeat.im;0;10;5;R25;0.25;0;84.5781198697065;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 8045, 9088, 9720, 9975, 10811];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 8045, 9088, 9720, 9975, 10811];Int64[]
634;soc-anybeat.im;0;10;5;R25;0.25;0;84.6284938064177;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 6128, 9088, 9720, 9975, 10811];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 6128, 9088, 9720, 9975, 10811];Int64[]
635;soc-anybeat.im;0;10;5;R25;0.25;0;84.5118699158028;0;0;Int64[];[1084, 1622, 3175, 5237, 9088, 9531, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 5237, 9088, 9531, 9720, 9975, 10811, 11815];Int64[]
636;soc-anybeat.im;0;10;5;R25;0.25;0;84.6470787394272;0;0;Int64[];[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
637;soc-anybeat.im;0;10;5;R25;0.25;0;84.7740576825788;0;0;Int64[];[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];Int64[]
638;soc-anybeat.im;0;10;5;R25;0.25;0;84.7556806879586;0;0;Int64[];[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5237, 9088, 9720, 9975, 10811, 11815];Int64[]
639;soc-anybeat.im;0;10;5;R50;0.5;1;65.5755095559039;1.54442892475992;2.52731817846962;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0.5337;1.35648;2.9625;1.072;3.1291;5.9484;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
640;soc-anybeat.im;0;10;5;R50;0.5;0;65.2904247180356;0;0;Int64[];[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10094, 10811];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10094, 10811];Int64[]
641;soc-anybeat.im;0;10;5;R50;0.5;0;65.5065700802341;0;0;Int64[];[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
642;soc-anybeat.im;0;10;5;R50;0.5;0;65.5755095559039;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
643;soc-anybeat.im;0;10;5;R50;0.5;0;65.5065700802341;0;0;Int64[];[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
644;soc-anybeat.im;0;10;5;R50;0.5;0;65.5755095559039;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
645;soc-anybeat.im;0;10;5;R50;0.5;0;65.5065700802341;0;0;Int64[];[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
646;soc-anybeat.im;0;10;5;R50;0.5;0;65.5755095559039;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
647;soc-anybeat.im;0;10;5;R50;0.5;0;65.5755095559039;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
648;soc-anybeat.im;0;10;5;R50;0.5;0;65.5755095559039;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
649;soc-anybeat.im;0;10;5;R50;0.5;0;65.4946225978303;0;0;Int64[];[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 4808, 9088, 9720, 9975, 10811, 11815];Int64[]
650;soc-anybeat.im;0;10;5;R75;0.75;1;47.3392595975944;1.54442892475992;2.52731817846962;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0.5337;1.35648;2.9625;1.072;3.1291;5.9484;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
651;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
652;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
653;soc-anybeat.im;0;10;5;R75;0.75;0;47.3349136450653;0;0;Int64[];[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
654;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
655;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
656;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
657;soc-anybeat.im;0;10;5;R75;0.75;0;47.3349136450653;0;0;Int64[];[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
658;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
659;soc-anybeat.im;0;10;5;R75;0.75;0;47.3349136450653;0;0;Int64[];[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 5237, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
660;soc-anybeat.im;0;10;5;R75;0.75;0;47.3392595975944;0;0;Int64[];[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4152, 8045, 9088, 9720, 9975, 10811, 11815];Int64[]
661;soc-anybeat.im;0;15;1;F;0;1;82.83585;1.45848171080557;2.81737282412698;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0.3747;1.40014000000001;3.3479;0.9545;3.72425999999999;7.5071;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
662;soc-anybeat.im;0;15;1;F;0;0;82.83585;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
663;soc-anybeat.im;0;15;1;F;0;0;82.7576;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];Int64[]
664;soc-anybeat.im;0;15;1;F;0;0;82.80013;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9720, 9975, 10094, 10367, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9720, 9975, 10094, 10367, 10811, 11815];Int64[]
665;soc-anybeat.im;0;15;1;F;0;0;82.7576;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];Int64[]
666;soc-anybeat.im;0;15;1;F;0;0;82.5555;0;0;Int64[];[1084, 1622, 3175, 4808, 5071, 5145, 5237, 6128, 9088, 9605, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4808, 5071, 5145, 5237, 6128, 9088, 9605, 9720, 9975, 10094, 10811, 11815];Int64[]
667;soc-anybeat.im;0;15;1;F;0;0;82.83585;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
668;soc-anybeat.im;0;15;1;F;0;0;82.7576;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];Int64[]
669;soc-anybeat.im;0;15;1;F;0;0;82.7576;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 9088, 9605, 9720, 9975, 10094, 10811, 11815];Int64[]
670;soc-anybeat.im;0;15;1;F;0;0;82.83585;0;0;Int64[];[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 3175, 4664, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
671;soc-anybeat.im;0;15;1;F;0;0;82.51283;0;0;Int64[];[1084, 1622, 1759, 3175, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 1759, 3175, 4808, 5071, 5145, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
672;soc-anybeat.im;0;15;2;T;0;1;763.91075;1.43224186115823;2.74914426679471;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0.2714;1.34396000000001;3.2981;1.0268;3.52279333333334;7.2465;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
673;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
674;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
675;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
676;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
677;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
678;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
679;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
680;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
681;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
682;soc-anybeat.im;0;15;2;T;0;0;763.91075;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
683;soc-anybeat.im;0;15;3;O;0;1;709.41792;1.43224186115823;2.74914426679471;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0.2714;1.34396000000001;3.2981;1.0268;3.52279333333334;7.2465;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
684;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
685;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
686;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
687;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
688;soc-anybeat.im;0;15;3;O;0;0;709.04542;0;0;Int64[];[1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 8045, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 8045, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
689;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
690;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
691;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
692;soc-anybeat.im;0;15;3;O;0;0;709.33383;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5237, 6128, 8045, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5237, 6128, 8045, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
693;soc-anybeat.im;0;15;3;O;0;0;709.41792;0;0;Int64[];[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];0;0;0;0;0;0;[174, 1084, 1622, 1759, 3175, 4808, 5071, 5237, 6128, 9088, 9720, 9975, 10094, 10811, 11815];Int64[]
694;soc-anybeat.im;0;15;5;R25;0.25;1;93.0610351947792;1.38225402697741;2.61580319245739;Int64[];[191, 1084, 1622, 3175, 4808, 5237, 6128, 8045, 9088, 9531, 9720, 9975, 10094, 10811, 11815];0.1742;1.29935333333335;3.2804;1.012;3.28442666666666;6.8871;[191, 1084, 1622, 3175, 4808, 5237, 6128, 8045, 9088, 9531, 9720, 9975, 10094, 10811, 11815];Int64[]
