rowID;ifile;kL;kF;mtype;mtypeString;fractionOfResistantNodes;aggoutput;obj;wiener_index_f;wiener_index_v;SL;SF;propagation_length_min_f;propagation_length_mean_f;propagation_length_max_f;propagation_length_min_v;propagation_length_mean_v;propagation_length_max_v;SFv;SLv
1055;TW-giftideas-20200810-Y2020;0;10;5;R75;0.75;0;78.4651649014309;0;0;Int64[];[1611, 1644, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3974];0;0;0;0;0;0;[1611, 1644, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3974];Int64[]
1056;TW-giftideas-20200810-Y2020;0;10;5;R75;0.75;0;78.4651649014309;0;0;Int64[];[1611, 1644, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3974];0;0;0;0;0;0;[1611, 1644, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3974];Int64[]
1057;TW-giftideas-20200810-Y2020;0;15;1;F;0;1;177.94998;2.45108427730579;3.69616524550856;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];0.9748;2.89567333333332;6.5655;3.362;3.99087999999999;4.3435;[1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];Int64[]
1058;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;176.90674;0;0;Int64[];[1611, 1644, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1611, 1644, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];Int64[]
1059;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;177.25888;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3327, 3436, 3452, 3740, 4116];Int64[]
1060;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;176.81796;0;0;Int64[];[1338, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2869, 2870, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1338, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2869, 2870, 3327, 3436, 3452, 3740, 4116];Int64[]
1061;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;175.8273;0;0;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 3138, 3327, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 3138, 3327, 3436, 3452, 3740, 3868];Int64[]
1062;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;177.88269;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];Int64[]
1063;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;174.26385;0;0;Int64[];[1454, 1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2663, 2869, 3138, 3327, 3452, 3740];0;0;0;0;0;0;[1454, 1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2663, 2869, 3138, 3327, 3452, 3740];Int64[]
1064;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;173.83457;0;0;Int64[];[1611, 1644, 2059, 2073, 2092, 2236, 2281, 2312, 2503, 2869, 2870, 3327, 3436, 3452, 3740];0;0;0;0;0;0;[1611, 1644, 2059, 2073, 2092, 2236, 2281, 2312, 2503, 2869, 2870, 3327, 3436, 3452, 3740];Int64[]
1065;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;175.89042;0;0;Int64[];[226, 1338, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3327, 3452, 3740, 4116];0;0;0;0;0;0;[226, 1338, 1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3327, 3452, 3740, 4116];Int64[]
1066;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;177.88269;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];Int64[]
1067;TW-giftideas-20200810-Y2020;0;15;1;F;0;0;177.94998;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 4116];Int64[]
1068;TW-giftideas-20200810-Y2020;0;15;2;T;0;1;37960.7744;2.44884074074659;3.50367640706999;Int64[];[1338, 1611, 1644, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];0.9371;2.93304666666666;6.5876;3.1058;3.72544666666655;4.1065;[1338, 1611, 1644, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];Int64[]
1069;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37893.84411;0;0;Int64[];[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];Int64[]
1070;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37893.84411;0;0;Int64[];[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];Int64[]
1071;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37885.19618;0;0;Int64[];[1338, 1611, 2059, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 3915];0;0;0;0;0;0;[1338, 1611, 2059, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 3915];Int64[]
1072;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37799.37587;0;0;Int64[];[1323, 1338, 1611, 2225, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];0;0;0;0;0;0;[1323, 1338, 1611, 2225, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];Int64[]
1073;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37960.7744;0;0;Int64[];[1338, 1611, 1644, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];0;0;0;0;0;0;[1338, 1611, 1644, 2092, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 4171];Int64[]
1074;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37349.15644;0;0;Int64[];[1338, 1611, 1644, 2059, 2092, 2281, 2312, 2503, 2663, 2869, 3138, 3452, 3740, 3868, 4171];0;0;0;0;0;0;[1338, 1611, 1644, 2059, 2092, 2281, 2312, 2503, 2663, 2869, 3138, 3452, 3740, 3868, 4171];Int64[]
1075;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37797.62696;0;0;Int64[];[1338, 1611, 2059, 2092, 2225, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1338, 1611, 2059, 2092, 2225, 2281, 2312, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868];Int64[]
1076;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37893.84411;0;0;Int64[];[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1338, 1611, 1728, 2092, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868];Int64[]
1077;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37779.94717;0;0;Int64[];[1338, 1611, 1790, 2092, 2281, 2312, 2330, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868];0;0;0;0;0;0;[1338, 1611, 1790, 2092, 2281, 2312, 2330, 2503, 2869, 2870, 3138, 3436, 3452, 3740, 3868];Int64[]
1078;TW-giftideas-20200810-Y2020;0;15;2;T;0;0;37820.75577;0;0;Int64[];[1338, 1611, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 3915, 4171];0;0;0;0;0;0;[1338, 1611, 2281, 2312, 2503, 2663, 2869, 2870, 3138, 3436, 3452, 3740, 3868, 3915, 4171];Int64[]
1079;TW-giftideas-20200810-Y2020;0;15;3;O;0;1;2645.81058;2.06885226381608;3.76223325947084;Int64[];[1454, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3327, 3740, 3974, 4150];0.329;2.38924000000001;6.2774;1.3436;4.09440000000002;5.2125;[1454, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3327, 3740, 3974, 4150];Int64[]
1080;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2610.44739;0;0;Int64[];[1644, 2258, 2281, 2312, 2330, 2445, 2503, 2515, 2531, 3327, 3974, 4002, 4119, 4150, 4171];0;0;0;0;0;0;[1644, 2258, 2281, 2312, 2330, 2445, 2503, 2515, 2531, 3327, 3974, 4002, 4119, 4150, 4171];Int64[]
1081;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2606.34771;0;0;Int64[];[5, 1644, 2236, 2281, 2312, 2503, 2515, 2870, 3056, 3152, 3327, 3796, 3974, 4150, 4306];0;0;0;0;0;0;[5, 1644, 2236, 2281, 2312, 2503, 2515, 2870, 3056, 3152, 3327, 3796, 3974, 4150, 4306];Int64[]
1082;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2644.44973;0;0;Int64[];[1323, 1611, 1673, 2092, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3974, 4150];0;0;0;0;0;0;[1323, 1611, 1673, 2092, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3974, 4150];Int64[]
1083;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2607.19477;0;0;Int64[];[1323, 1644, 1822, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3974, 4002, 4150];0;0;0;0;0;0;[1323, 1644, 1822, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3974, 4002, 4150];Int64[]
1084;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2613.13886;0;0;Int64[];[1611, 1644, 1709, 2258, 2281, 2312, 2503, 2515, 2870, 3200, 3327, 3452, 3974, 4002, 4150];0;0;0;0;0;0;[1611, 1644, 1709, 2258, 2281, 2312, 2503, 2515, 2870, 3200, 3327, 3452, 3974, 4002, 4150];Int64[]
1085;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2604.13527;0;0;Int64[];[1323, 1454, 1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3452, 3974, 4150];0;0;0;0;0;0;[1323, 1454, 1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3452, 3974, 4150];Int64[]
1086;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2615.40173;0;0;Int64[];[1323, 1644, 1673, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3436, 3974, 4002];0;0;0;0;0;0;[1323, 1644, 1673, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3436, 3974, 4002];Int64[]
1087;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2617.04907;0;0;Int64[];[1454, 1611, 1644, 2236, 2281, 2503, 2515, 2531, 2663, 2870, 3056, 3138, 3200, 3327, 3974];0;0;0;0;0;0;[1454, 1611, 1644, 2236, 2281, 2503, 2515, 2531, 2663, 2870, 3056, 3138, 3200, 3327, 3974];Int64[]
1088;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2638.75961;0;0;Int64[];[1323, 1454, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3868, 3974, 4150, 4236];0;0;0;0;0;0;[1323, 1454, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3868, 3974, 4150, 4236];Int64[]
1089;TW-giftideas-20200810-Y2020;0;15;3;O;0;0;2645.81058;0;0;Int64[];[1454, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3327, 3740, 3974, 4150];0;0;0;0;0;0;[1454, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3200, 3327, 3740, 3974, 4150];Int64[]
1090;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;1;212.181807229862;2.28884289144796;3.70063418410658;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0.5251;2.64578000000001;6.4279;3.1697;3.95952666666664;5.037;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1091;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;212.181807229862;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1092;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;210.639805763869;0;0;Int64[];[1338, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3327, 3436, 3452, 3740, 3974];Int64[]
1093;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;212.181807229862;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1094;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;211.43620432253;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3868, 3974];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3868, 3974];Int64[]
1095;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;211.599797363432;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1096;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;209.322499415597;0;0;Int64[];[1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2059, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3974];Int64[]
1097;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;212.181807229862;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1098;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;211.785860452538;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1099;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;212.181807229862;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1100;TW-giftideas-20200810-Y2020;0;15;5;R25;0.25;0;212.181807229862;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1101;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;1;162.032835129364;2.26821514134299;3.65118361515274;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0.5295;2.62512666666667;6.4258;3.3535;4.08588666666665;5.0734;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1102;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.830797037213;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3868, 3974];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3868, 3974];Int64[]
1103;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.794110301401;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1104;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.275703317333;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];Int64[]
1105;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.322354811717;0;0;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3740, 3868, 3974];0;0;0;0;0;0;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3740, 3868, 3974];Int64[]
1106;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.99144542385;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1107;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;160.695673682955;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3868, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3868, 3974];Int64[]
1108;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;160.887195271509;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];Int64[]
1109;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;161.275703317333;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3868, 3974];Int64[]
1110;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;162.032835129364;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1111;TW-giftideas-20200810-Y2020;0;15;5;R50;0.5;0;162.032835129364;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1112;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;1;100.336059740827;2.27815627321288;3.79254024608477;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0.5257;2.6082;6.3988;3.4052;4.15217333333331;5.114;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1113;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;99.9425996793877;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1114;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;100.233566562787;0;0;Int64[];[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1115;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;100.281194979852;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3452, 3740, 3974];Int64[]
1116;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;99.9129443625609;0;0;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3740, 3868, 3974];0;0;0;0;0;0;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3740, 3868, 3974];Int64[]
1117;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;100.165425120771;0;0;Int64[];[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974, 4171];0;0;0;0;0;0;[1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3436, 3452, 3740, 3974, 4171];Int64[]
1118;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;99.5820750523456;0;0;Int64[];[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3974, 4171];0;0;0;0;0;0;[1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3452, 3740, 3974, 4171];Int64[]
1119;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;99.3722583074515;0;0;Int64[];[1323, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3740, 3868, 3974];0;0;0;0;0;0;[1323, 1611, 1644, 2092, 2236, 2281, 2312, 2503, 2515, 2869, 3138, 3327, 3740, 3868, 3974];Int64[]
1120;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;99.7110179349451;0;0;Int64[];[1323, 1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3974];0;0;0;0;0;0;[1323, 1338, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3740, 3974];Int64[]
1121;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;100.336059740827;0;0;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1122;TW-giftideas-20200810-Y2020;0;15;5;R75;0.75;0;100.336059740827;0;0;Int64[];[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];0;0;0;0;0;0;[1323, 1611, 1644, 2236, 2281, 2312, 2503, 2515, 2869, 2870, 3138, 3327, 3436, 3740, 3974];Int64[]
1123;TW-giftideas-20200810-Y2020;0;5;1;F;0;1;88.2585;2.78652593181084;3.54400819449101;Int64[];[1611, 2281, 2312, 2503, 2869];1.6711;3.37018000000001;5.621;3.5237;4.04859999999995;4.5917;[1611, 2281, 2312, 2503, 2869];Int64[]
1124;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1125;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;86.75188;0;0;Int64[];[1611, 2281, 2312, 2503, 3452];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 3452];Int64[]
1126;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1127;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1128;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1129;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1130;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
1131;TW-giftideas-20200810-Y2020;0;5;1;F;0;0;88.2585;0;0;Int64[];[1611, 2281, 2312, 2503, 2869];0;0;0;0;0;0;[1611, 2281, 2312, 2503, 2869];Int64[]
